MC ckl=3.1n seed=12345 N=30 good=26 mean=-0.00797173 sigma=0.000704812
                                Constant values
                                constants  Thu Apr 16 19:52:50 UTC 2026
--------------------------------------------------------------------------------
Index   offset_results  
--------------------------------------------------------------------------------
0	-8.00500e-03	
1	-7.80500e-03	
2	-9.99000e+02	
3	-8.80000e-03	
4	-8.20500e-03	
5	-9.39500e-03	
6	-9.99000e+02	
7	-7.19500e-03	
8	-8.60500e-03	
9	-7.19500e-03	
10	-9.99000e+02	
11	-8.00500e-03	
12	-7.80500e-03	
13	-7.60000e-03	
14	-7.80500e-03	
15	-9.99000e+02	
16	-7.60000e-03	
17	-8.00500e-03	
18	-8.80000e-03	
19	-6.00500e-03	
20	-8.20500e-03	
21	-7.80500e-03	
22	-9.19500e-03	
23	-8.40500e-03	
24	-8.00500e-03	
25	-7.80500e-03	
26	-7.80500e-03	
27	-7.80500e-03	
28	-8.60500e-03	
29	-6.80000e-03	
