MC ckl=2.7n seed=12345 N=30 good=30 mean=-0.00064 sigma=0.000921448
                                Constant values
                                constants  Thu Apr 16 19:52:50 UTC 2026
--------------------------------------------------------------------------------
Index   offset_results  
--------------------------------------------------------------------------------
0	-4.00000e-04	
1	-4.00000e-04	
2	-2.20000e-03	
3	-1.20000e-03	
4	-8.00000e-04	
5	-2.00000e-03	
6	-2.60000e-03	
7	4.000000e-04	
8	-8.00000e-04	
9	4.000000e-04	
10	-2.00000e-03	
11	-4.00000e-04	
12	2.000000e-04	
13	1.110223e-16	
14	1.110223e-16	
15	-1.80000e-03	
16	1.110223e-16	
17	-4.00000e-04	
18	-1.20000e-03	
19	1.600000e-03	
20	-6.00000e-04	
21	-4.00000e-04	
22	-1.80000e-03	
23	-1.20000e-03	
24	-8.00000e-04	
25	1.110223e-16	
26	2.000000e-04	
27	-4.00000e-04	
28	-1.00000e-03	
29	4.000000e-04	
