MC ckl=2.8n seed=12345 N=100 good=100 mean_mv=-0.246 sigma_mv=2.04154
                                Constant values
                                constants  Thu Apr 16 19:52:50 UTC 2026
--------------------------------------------------------------------------------
Index   offset_results  
--------------------------------------------------------------------------------
0	-2.00000e-04	
1	-4.00000e-04	
2	-4.00000e-03	
3	-2.40000e-03	
4	-1.40000e-03	
5	-3.40000e-03	
6	-4.60000e-03	
7	8.000000e-04	
8	-1.40000e-03	
9	8.000000e-04	
10	-3.60000e-03	
11	-4.00000e-04	
12	6.000000e-04	
13	4.000000e-04	
14	2.000000e-04	
15	-3.20000e-03	
16	6.000000e-04	
17	-4.00000e-04	
18	-2.00000e-03	
19	3.200000e-03	
20	-8.00000e-04	
21	-2.00000e-04	
22	-3.20000e-03	
23	-1.60000e-03	
24	-1.20000e-03	
25	0.000000e+00	
26	6.000000e-04	
27	-4.00000e-04	
28	-1.60000e-03	
29	1.200000e-03	
30	-1.20000e-03	
31	1.000000e-03	
32	-2.40000e-03	
33	0.000000e+00	
34	-3.60000e-03	
35	-1.40000e-03	
36	1.200000e-03	
37	-2.20000e-03	
38	-1.60000e-03	
39	-4.00000e-03	
40	2.800000e-03	
41	-3.40000e-03	
42	-1.20000e-03	
43	-1.20000e-03	
44	-6.00000e-04	
45	1.200000e-03	
46	2.600000e-03	
47	0.000000e+00	
48	0.000000e+00	
49	0.000000e+00	
50	-8.00000e-04	
51	-3.60000e-03	
52	-1.00000e-03	
53	4.000000e-03	
54	-1.60000e-03	

Index   offset_results  
--------------------------------------------------------------------------------
55	-2.00000e-04	
56	8.000000e-04	
57	-1.20000e-03	
58	8.000000e-04	
59	3.000000e-03	
60	0.000000e+00	
61	2.000000e-03	
62	1.200000e-03	
63	2.000000e-04	
64	-3.20000e-03	
65	3.200000e-03	
66	4.800000e-03	
67	1.600000e-03	
68	3.200000e-03	
69	4.000000e-04	
70	-8.00000e-04	
71	-3.60000e-03	
72	-4.00000e-04	
73	0.000000e+00	
74	4.000000e-04	
75	2.000000e-03	
76	0.000000e+00	
77	-3.00000e-03	
78	1.200000e-03	
79	0.000000e+00	
80	-3.60000e-03	
81	-4.00000e-04	
82	4.800000e-03	
83	-8.00000e-04	
84	8.000000e-04	
85	2.200000e-03	
86	-6.00000e-04	
87	-6.00000e-04	
88	3.600000e-03	
89	1.200000e-03	
90	-1.20000e-03	
91	-2.00000e-03	
92	-1.60000e-03	
93	1.400000e-03	
94	3.600000e-03	
95	8.000000e-04	
96	1.800000e-03	
97	1.400000e-03	
98	-8.00000e-04	
99	-2.00000e-03	
