MC ckl=2.8n seed=12345 N=200 good=200 mean_mv=-0.052025 sigma_mv=1.26782
                                Constant values
                                constants  Thu Apr 16 19:52:50 UTC 2026
--------------------------------------------------------------------------------
Index   offset_results  
--------------------------------------------------------------------------------
0	-1.00000e-03	
1	-2.00000e-04	
2	-1.40000e-03	
3	-1.00000e-03	
4	-2.00000e-04	
5	-1.60000e-03	
6	-2.40000e-03	
7	8.000000e-04	
8	-1.40000e-03	
9	1.200000e-03	
10	-1.40500e-03	
11	-1.00000e-03	
12	4.000000e-04	
13	-2.00000e-04	
14	2.220446e-16	
15	-1.60000e-03	
16	2.220446e-16	
17	4.000000e-04	
18	-8.00000e-04	
19	2.000000e-03	
20	-8.00000e-04	
21	-8.00000e-04	
22	-1.20000e-03	
23	-2.00000e-03	
24	-4.00000e-04	
25	4.000000e-04	
26	4.000000e-04	
27	-8.00000e-04	
28	-1.00000e-03	
29	-4.00000e-04	
30	-1.60000e-03	
31	2.220446e-16	
32	-1.20000e-03	
33	2.000000e-04	
34	-2.40000e-03	
35	-1.20000e-03	
36	4.000000e-04	
37	-6.00000e-04	
38	-4.00000e-04	
39	-2.40000e-03	
40	1.200000e-03	
41	-2.40000e-03	
42	-8.00000e-04	
43	-4.00000e-04	
44	-6.00000e-04	
45	8.000000e-04	
46	1.600000e-03	
47	-4.00000e-04	
48	-1.00000e-03	
49	8.000000e-04	
50	-8.00000e-04	
51	-2.40000e-03	
52	-2.00000e-04	
53	1.200000e-03	
54	-1.80000e-03	

Index   offset_results  
--------------------------------------------------------------------------------
55	-1.40000e-03	
56	1.200000e-03	
57	-1.60000e-03	
58	2.220446e-16	
59	1.200000e-03	
60	2.000000e-04	
61	1.200000e-03	
62	4.000000e-04	
63	4.000000e-04	
64	-2.00000e-03	
65	1.400000e-03	
66	1.600000e-03	
67	1.200000e-03	
68	2.000000e-03	
69	2.220446e-16	
70	-4.00000e-04	
71	-2.40000e-03	
72	-8.00000e-04	
73	2.220446e-16	
74	-4.00000e-04	
75	1.000000e-03	
76	-8.00000e-04	
77	-2.00000e-03	
78	2.000000e-04	
79	-4.00000e-04	
80	-2.40000e-03	
81	8.000000e-04	
82	2.000000e-03	
83	-2.00000e-04	
84	6.000000e-04	
85	1.800000e-03	
86	-8.00000e-04	
87	-8.00000e-04	
88	2.000000e-03	
89	1.600000e-03	
90	-4.00000e-04	
91	-4.00000e-04	
92	-4.00000e-04	
93	8.000000e-04	
94	2.400000e-03	
95	2.220446e-16	
96	1.200000e-03	
97	1.200000e-03	
98	-2.00000e-04	
99	-1.60000e-03	
100	2.200000e-03	
101	2.400000e-03	
102	-6.00000e-04	
103	1.200000e-03	
104	8.000000e-04	
105	-6.00000e-04	
106	-1.20000e-03	
107	-1.20000e-03	
108	2.220446e-16	
109	2.400000e-03	
110	-1.60000e-03	
111	-8.00000e-04	
112	-4.00000e-04	

Index   offset_results  
--------------------------------------------------------------------------------
113	1.600000e-03	
114	-2.20000e-03	
115	-8.00000e-04	
116	2.200000e-03	
117	4.000000e-04	
118	-1.60000e-03	
119	1.400000e-03	
120	-1.80000e-03	
121	-6.00000e-04	
122	4.000000e-04	
123	1.200000e-03	
124	2.000000e-03	
125	-4.00000e-04	
126	-1.60000e-03	
127	2.220446e-16	
128	1.200000e-03	
129	-8.00000e-04	
130	8.000000e-04	
131	3.800000e-03	
132	-1.20000e-03	
133	2.220446e-16	
134	2.000000e-03	
135	2.220446e-16	
136	2.000000e-04	
137	-1.00000e-03	
138	8.000000e-04	
139	-4.00000e-04	
140	-4.00000e-04	
141	2.220446e-16	
142	-1.80000e-03	
143	-8.00000e-04	
144	8.000000e-04	
145	1.600000e-03	
146	4.000000e-04	
147	2.000000e-03	
148	-8.00000e-04	
149	-2.00000e-04	
150	-2.00000e-04	
151	-1.60000e-03	
152	-8.00000e-04	
153	2.220446e-16	
154	-1.60000e-03	
155	2.000000e-03	
156	1.400000e-03	
157	-1.20000e-03	
158	-8.00000e-04	
159	-3.20000e-03	
160	2.200000e-03	
161	6.000000e-04	
162	-8.00000e-04	
163	6.000000e-04	
164	4.000000e-04	
165	-6.00000e-04	
166	1.400000e-03	
167	-8.00000e-04	
168	1.000000e-03	
169	2.800000e-03	
170	1.000000e-03	

Index   offset_results  
--------------------------------------------------------------------------------
171	-1.60000e-03	
172	1.200000e-03	
173	-8.00000e-04	
174	-8.00000e-04	
175	4.000000e-04	
176	-8.00000e-04	
177	4.000000e-04	
178	-6.00000e-04	
179	-8.00000e-04	
180	2.000000e-03	
181	-4.00000e-04	
182	-4.00000e-04	
183	2.220446e-16	
184	2.000000e-03	
185	1.000000e-03	
186	-8.00000e-04	
187	2.000000e-04	
188	1.200000e-03	
189	-6.00000e-04	
190	-2.00000e-04	
191	1.200000e-03	
192	4.000000e-04	
193	1.400000e-03	
194	-3.20000e-03	
195	-1.60000e-03	
196	1.600000e-03	
197	4.000000e-04	
198	1.000000e-03	
199	4.000000e-04	
